batting_team,bowling_team,venue,runs,wickets,overs,runs_last_5,wickets_last_5,crr,overs_left,wkts_in_hand,in_powerplay,remaining_runs
Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",53,0,5.0,53.0,0.0,10.6,15.0,10,1,132
Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",56,0,6.0,51.0,0.0,9.333333333333334,14.0,10,1,129
Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",58,1,7.0,39.0,1.0,8.285714285714286,13.0,9,0,127
Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",69,1,8.0,41.0,1.0,8.625,12.0,9,0,116
Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",73,1,9.0,27.0,1.0,8.11111111111111,11.0,9,0,112
Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",86,1,10.0,33.0,1.0,8.6,10.0,9,0,99
Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",90,1,11.0,34.0,1.0,8.181818181818182,9.0,9,0,95
Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",99,1,12.0,41.0,0.0,8.25,8.0,9,0,86
Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",114,1,13.0,45.0,0.0,8.76923076923077,7.0,9,0,71
Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",123,2,14.0,50.0,1.0,8.785714285714286,6.0,8,0,62
Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",140,2,15.0,54.0,1.0,9.333333333333334,5.0,8,0,45
Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",147,3,16.0,57.0,2.0,9.1875,4.0,7,0,38
Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",157,3,17.0,58.0,2.0,9.235294117647058,3.0,7,0,28
Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",159,5,18.0,45.0,4.0,8.833333333333334,2.0,5,0,26
Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",170,5,19.0,47.0,3.0,8.947368421052632,1.0,5,0,15
Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,0,0,1.0,0.0,0.0,0.0,19.0,10,1,119
Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,1,0,2.0,1.0,0.0,0.5,18.0,10,1,118
Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,6,0,3.0,6.0,0.0,2.0,17.0,10,1,113
Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,11,0,4.0,11.0,0.0,2.75,16.0,10,1,108
Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,16,0,5.0,16.0,0.0,3.2,15.0,10,1,103
Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,16,1,6.0,16.0,1.0,2.6666666666666665,14.0,9,1,103
Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,24,1,7.0,23.0,1.0,3.4285714285714284,13.0,9,0,95
Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,34,1,8.0,28.0,1.0,4.25,12.0,9,0,85
Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,45,2,9.0,34.0,2.0,5.0,11.0,8,0,74
Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,46,3,10.0,30.0,3.0,4.6,10.0,7,0,73
Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,53,3,11.0,37.0,2.0,4.818181818181818,9.0,7,0,66
Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,60,3,12.0,36.0,2.0,5.0,8.0,7,0,59
Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,65,3,13.0,31.0,2.0,5.0,7.0,7,0,54
Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,76,3,14.0,31.0,1.0,5.428571428571429,6.0,7,0,43
Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,83,3,15.0,37.0,0.0,5.533333333333333,5.0,7,0,36
Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,86,4,16.0,33.0,1.0,5.375,4.0,6,0,33
Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,99,4,17.0,39.0,1.0,5.823529411764706,3.0,6,0,20
Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,110,5,18.0,45.0,2.0,6.111111111111111,2.0,5,0,9
Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,114,6,19.0,38.0,3.0,6.0,1.0,4,0,5
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",14,0,1.0,14.0,0.0,14.0,19.0,10,1,92
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",34,0,2.0,34.0,0.0,17.0,18.0,10,1,72
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",38,1,3.0,38.0,1.0,12.666666666666666,17.0,9,1,68
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",49,1,4.0,49.0,1.0,12.25,16.0,9,1,57
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",56,3,5.0,56.0,3.0,11.2,15.0,7,1,50
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",72,4,6.0,58.0,4.0,12.0,14.0,6,1,34
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",85,4,7.0,51.0,4.0,12.142857142857142,13.0,6,0,21
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",90,4,8.0,52.0,3.0,11.25,12.0,6,0,16
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",100,5,9.0,51.0,4.0,11.11111111111111,11.0,5,0,6
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",106,6,10.0,50.0,3.0,10.6,10.0,4,0,0
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,6,0,1.0,6.0,0.0,6.0,19.0,10,1,165
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,10,0,2.0,10.0,0.0,5.0,18.0,10,1,161
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,16,0,3.0,16.0,0.0,5.333333333333333,17.0,10,1,155
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,25,0,4.0,25.0,0.0,6.25,16.0,10,1,146
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,34,1,5.0,34.0,1.0,6.8,15.0,9,1,137
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,46,2,6.0,40.0,2.0,7.666666666666667,14.0,8,1,125
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,48,3,7.0,38.0,3.0,6.857142857142857,13.0,7,0,123
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,50,3,8.0,34.0,3.0,6.25,12.0,7,0,121
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,59,3,9.0,34.0,3.0,6.555555555555555,11.0,7,0,112
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,67,3,10.0,33.0,2.0,6.7,10.0,7,0,104
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,73,3,11.0,27.0,1.0,6.636363636363637,9.0,7,0,98
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,80,4,12.0,32.0,1.0,6.666666666666667,8.0,6,0,91
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,86,4,13.0,36.0,1.0,6.615384615384615,7.0,6,0,85
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,91,4,14.0,32.0,1.0,6.5,6.0,6,0,80
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,99,4,15.0,32.0,1.0,6.6,5.0,6,0,72
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,112,4,16.0,39.0,1.0,7.0,4.0,6,0,59
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,130,4,17.0,50.0,0.0,7.647058823529412,3.0,6,0,41
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,141,4,18.0,55.0,0.0,7.833333333333333,2.0,6,0,30
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,158,4,19.0,67.0,0.0,8.31578947368421,1.0,6,0,13
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",6,0,1.0,6.0,0.0,6.0,19.0,10,1,129
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",15,0,2.0,15.0,0.0,7.5,18.0,10,1,120
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",27,1,3.0,27.0,1.0,9.0,17.0,9,1,108
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",33,1,4.0,33.0,1.0,8.25,16.0,9,1,102
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",50,1,5.0,50.0,1.0,10.0,15.0,9,1,85
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",68,1,6.0,62.0,1.0,11.333333333333334,14.0,9,1,67
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",89,1,7.0,74.0,1.0,12.714285714285714,13.0,9,0,46
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",100,1,8.0,73.0,0.0,12.5,12.0,9,0,35
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",117,1,9.0,84.0,0.0,13.0,11.0,9,0,18
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",125,2,10.0,75.0,1.0,12.5,10.0,8,0,10
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",135,3,11.0,67.0,2.0,12.272727272727273,9.0,7,0,0
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",5,0,1.0,5.0,0.0,5.0,19.0,10,1,125
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",14,0,2.0,14.0,0.0,7.0,18.0,10,1,116
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",24,1,3.0,24.0,1.0,8.0,17.0,9,1,106
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",31,1,4.0,31.0,1.0,7.75,16.0,9,1,99
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",35,2,5.0,35.0,2.0,7.0,15.0,8,1,95
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",41,3,6.0,36.0,3.0,6.833333333333333,14.0,7,1,89
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",43,3,7.0,29.0,3.0,6.142857142857143,13.0,7,0,87
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",48,3,8.0,24.0,2.0,6.0,12.0,7,0,82
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",54,4,9.0,23.0,3.0,6.0,11.0,6,0,76
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",56,5,10.0,21.0,3.0,5.6,10.0,5,0,74
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",59,5,11.0,18.0,2.0,5.363636363636363,9.0,5,0,71
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",68,5,12.0,25.0,2.0,5.666666666666667,8.0,5,0,62
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",71,5,13.0,23.0,2.0,5.461538461538462,7.0,5,0,59
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",78,6,14.0,24.0,2.0,5.571428571428571,6.0,4,0,52
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",86,6,15.0,30.0,1.0,5.733333333333333,5.0,4,0,44
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",94,6,16.0,35.0,1.0,5.875,4.0,4,0,36
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",100,6,17.0,32.0,1.0,5.882352941176471,3.0,4,0,30
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",108,6,18.0,37.0,1.0,6.0,2.0,4,0,22
Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",122,7,19.0,44.0,1.0,6.421052631578948,1.0,3,0,8
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,9,0,1.0,9.0,0.0,9.0,19.0,10,1,190
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,23,0,2.0,23.0,0.0,11.5,18.0,10,1,176
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,31,0,3.0,31.0,0.0,10.333333333333334,17.0,10,1,168
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,43,0,4.0,43.0,0.0,10.75,16.0,10,1,156
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,52,0,5.0,52.0,0.0,10.4,15.0,10,1,147
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,66,0,6.0,57.0,0.0,11.0,14.0,10,1,133
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,80,1,7.0,57.0,1.0,11.428571428571429,13.0,9,0,119
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,84,1,8.0,53.0,1.0,10.5,12.0,9,0,115
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,95,1,9.0,52.0,1.0,10.555555555555555,11.0,9,0,104
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,107,1,10.0,55.0,1.0,10.7,10.0,9,0,92
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,111,2,11.0,45.0,2.0,10.090909090909092,9.0,8,0,88
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,115,2,12.0,35.0,1.0,9.583333333333334,8.0,8,0,84
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,122,3,13.0,38.0,2.0,9.384615384615385,7.0,7,0,77
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,136,3,14.0,41.0,2.0,9.714285714285714,6.0,7,0,63
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,146,4,15.0,39.0,3.0,9.733333333333333,5.0,6,0,53
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,151,4,16.0,40.0,2.0,9.4375,4.0,6,0,48
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,169,4,17.0,54.0,2.0,9.941176470588236,3.0,6,0,30
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,180,5,18.0,58.0,2.0,10.0,2.0,5,0,19
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,191,5,19.0,55.0,2.0,10.052631578947368,1.0,5,0,8
Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,3,0,1.0,3.0,0.0,3.0,19.0,10,1,184
Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,8,0,2.0,8.0,0.0,4.0,18.0,10,1,179
Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,18,0,3.0,18.0,0.0,6.0,17.0,10,1,169
Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,34,0,4.0,34.0,0.0,8.5,16.0,10,1,153
Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,42,0,5.0,42.0,0.0,8.4,15.0,10,1,145
Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,54,0,6.0,51.0,0.0,9.0,14.0,10,1,133
Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,57,1,7.0,49.0,1.0,8.142857142857142,13.0,9,0,130
Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,61,1,8.0,43.0,1.0,7.625,12.0,9,0,126
Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,79,1,9.0,45.0,1.0,8.777777777777779,11.0,9,0,108
Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,91,1,10.0,49.0,1.0,9.1,10.0,9,0,96
Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,109,1,11.0,55.0,1.0,9.909090909090908,9.0,9,0,78
Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,112,2,12.0,55.0,1.0,9.333333333333334,8.0,8,0,75
Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,118,2,13.0,57.0,1.0,9.076923076923077,7.0,8,0,69
Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,138,3,14.0,59.0,2.0,9.857142857142858,6.0,7,0,49
Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,141,4,15.0,50.0,3.0,9.4,5.0,6,0,46
Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,144,5,16.0,35.0,4.0,9.0,4.0,5,0,43
Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,151,5,17.0,39.0,3.0,8.882352941176471,3.0,5,0,36
Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,160,5,18.0,42.0,3.0,8.88888888888889,2.0,5,0,27
Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,176,5,19.0,38.0,2.0,9.263157894736842,1.0,5,0,11
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",7,1,1.0,7.0,1.0,7.0,19.0,9,1,106
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",8,2,2.0,8.0,2.0,4.0,18.0,8,1,105
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",10,2,3.0,10.0,2.0,3.3333333333333335,17.0,8,1,103
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",13,2,4.0,13.0,2.0,3.25,16.0,8,1,100
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",21,2,5.0,21.0,2.0,4.2,15.0,8,1,92
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",29,3,6.0,22.0,2.0,4.833333333333333,14.0,7,1,84
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",32,3,7.0,24.0,1.0,4.571428571428571,13.0,7,0,81
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",39,3,8.0,29.0,1.0,4.875,12.0,7,0,74
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",50,3,9.0,37.0,1.0,5.555555555555555,11.0,7,0,63
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",54,5,10.0,33.0,3.0,5.4,10.0,5,0,59
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",58,5,11.0,29.0,2.0,5.2727272727272725,9.0,5,0,55
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",61,5,12.0,29.0,2.0,5.083333333333333,8.0,5,0,52
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",65,6,13.0,26.0,3.0,5.0,7.0,4,0,48
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",70,6,14.0,20.0,3.0,5.0,6.0,4,0,43
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",80,6,15.0,26.0,1.0,5.333333333333333,5.0,4,0,33
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",85,7,16.0,27.0,2.0,5.3125,4.0,3,0,28
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",90,8,17.0,29.0,3.0,5.294117647058823,3.0,2,0,23
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",93,9,18.0,28.0,3.0,5.166666666666667,2.0,1,0,20
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",104,9,19.0,34.0,3.0,5.473684210526316,1.0,1,0,9
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,5,0,1.0,5.0,0.0,5.0,19.0,10,1,182
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,11,0,2.0,11.0,0.0,5.5,18.0,10,1,176
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,15,0,3.0,15.0,0.0,5.0,17.0,10,1,172
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,22,0,4.0,22.0,0.0,5.5,16.0,10,1,165
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,35,0,5.0,35.0,0.0,7.0,15.0,10,1,152
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,48,0,6.0,43.0,0.0,8.0,14.0,10,1,139
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,53,0,7.0,42.0,0.0,7.571428571428571,13.0,10,0,134
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,62,0,8.0,47.0,0.0,7.75,12.0,10,0,125
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,78,0,9.0,56.0,0.0,8.666666666666666,11.0,10,0,109
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,86,0,10.0,51.0,0.0,8.6,10.0,10,0,101
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,91,1,11.0,43.0,1.0,8.272727272727273,9.0,9,0,96
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,101,1,12.0,48.0,1.0,8.416666666666666,8.0,9,0,86
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,110,1,13.0,48.0,1.0,8.461538461538462,7.0,9,0,77
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,119,2,14.0,41.0,2.0,8.5,6.0,8,0,68
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,135,2,15.0,49.0,2.0,9.0,5.0,8,0,52
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,139,3,16.0,48.0,2.0,8.6875,4.0,7,0,48
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,141,4,17.0,40.0,3.0,8.294117647058824,3.0,6,0,46
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,156,4,18.0,46.0,3.0,8.666666666666666,2.0,6,0,31
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,171,5,19.0,52.0,3.0,9.0,1.0,5,0,16
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,5,0,1.0,5.0,0.0,5.0,19.0,10,1,175
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,10,0,2.0,10.0,0.0,5.0,18.0,10,1,170
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,24,0,3.0,24.0,0.0,8.0,17.0,10,1,156
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,28,0,4.0,28.0,0.0,7.0,16.0,10,1,152
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,38,0,5.0,38.0,0.0,7.6,15.0,10,1,142
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,41,1,6.0,36.0,1.0,6.833333333333333,14.0,9,1,139
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,44,1,7.0,34.0,1.0,6.285714285714286,13.0,9,0,136
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,46,2,8.0,22.0,2.0,5.75,12.0,8,0,134
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,47,2,9.0,19.0,2.0,5.222222222222222,11.0,8,0,133
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,60,2,10.0,22.0,2.0,6.0,10.0,8,0,120
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,70,2,11.0,29.0,1.0,6.363636363636363,9.0,8,0,110
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,82,2,12.0,38.0,1.0,6.833333333333333,8.0,8,0,98
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,88,2,13.0,42.0,0.0,6.769230769230769,7.0,8,0,92
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,94,2,14.0,47.0,0.0,6.714285714285714,6.0,8,0,86
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,113,2,15.0,53.0,0.0,7.533333333333333,5.0,8,0,67
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,124,2,16.0,54.0,0.0,7.75,4.0,8,0,56
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,137,2,17.0,55.0,0.0,8.058823529411764,3.0,8,0,43
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,154,2,18.0,66.0,0.0,8.555555555555555,2.0,8,0,26
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,169,3,19.0,75.0,1.0,8.894736842105264,1.0,7,0,11
Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,6,0,1.0,6.0,0.0,6.0,19.0,10,1,133
Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,11,0,2.0,11.0,0.0,5.5,18.0,10,1,128
Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,21,0,3.0,21.0,0.0,7.0,17.0,10,1,118
Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,23,0,4.0,23.0,0.0,5.75,16.0,10,1,116
Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,25,2,5.0,25.0,2.0,5.0,15.0,8,1,114
Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,29,2,6.0,23.0,2.0,4.833333333333333,14.0,8,1,110
Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,36,2,7.0,25.0,2.0,5.142857142857143,13.0,8,0,103
Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,38,3,8.0,17.0,3.0,4.75,12.0,7,0,101
Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,41,3,9.0,18.0,3.0,4.555555555555555,11.0,7,0,98
Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,46,3,10.0,21.0,1.0,4.6,10.0,7,0,93
