batting_team,bowling_team,venue,runs,wickets,overs,runs_last_5,wickets_last_5,crr,overs_left,wkts_in_hand,in_powerplay,remaining_runs
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",7,0,1.0,7.0,0.0,7.0,19.0,10,1,200
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",23,1,2.0,23.0,1.0,11.5,18.0,9,1,184
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",29,1,3.0,29.0,1.0,9.666666666666666,17.0,9,1,178
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",33,1,4.0,33.0,1.0,8.25,16.0,9,1,174
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",42,1,5.0,42.0,1.0,8.4,15.0,9,1,165
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",59,1,6.0,52.0,1.0,9.833333333333334,14.0,9,1,148
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",64,1,7.0,41.0,0.0,9.142857142857142,13.0,9,0,143
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",75,1,8.0,46.0,0.0,9.375,12.0,9,0,132
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",84,1,9.0,51.0,0.0,9.333333333333334,11.0,9,0,123
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",88,1,10.0,46.0,0.0,8.8,10.0,9,0,119
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",98,2,11.0,39.0,1.0,8.909090909090908,9.0,8,0,109
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",106,2,12.0,42.0,1.0,8.833333333333334,8.0,8,0,101
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",124,2,13.0,49.0,1.0,9.538461538461538,7.0,8,0,83
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",132,2,14.0,48.0,1.0,9.428571428571429,6.0,8,0,75
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",151,2,15.0,63.0,1.0,10.066666666666666,5.0,8,0,56
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",155,3,16.0,57.0,1.0,9.6875,4.0,7,0,52
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",162,3,17.0,56.0,1.0,9.529411764705882,3.0,7,0,45
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",179,3,18.0,55.0,1.0,9.944444444444445,2.0,7,0,28
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",191,4,19.0,59.0,2.0,10.052631578947368,1.0,6,0,16
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,11,0,1.0,11.0,0.0,11.0,19.0,10,1,173
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,19,0,2.0,19.0,0.0,9.5,18.0,10,1,165
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,28,0,3.0,28.0,0.0,9.333333333333334,17.0,10,1,156
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,41,0,4.0,41.0,0.0,10.25,16.0,10,1,143
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,48,1,5.0,48.0,1.0,9.6,15.0,9,1,136
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,61,1,6.0,50.0,1.0,10.166666666666666,14.0,9,1,123
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,63,3,7.0,44.0,3.0,9.0,13.0,7,0,121
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,66,3,8.0,38.0,3.0,8.25,12.0,7,0,118
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,76,3,9.0,35.0,3.0,8.444444444444445,11.0,7,0,108
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,82,3,10.0,34.0,2.0,8.2,10.0,7,0,102
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,92,3,11.0,31.0,2.0,8.363636363636363,9.0,7,0,92
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,95,4,12.0,32.0,1.0,7.916666666666667,8.0,6,0,89
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,106,4,13.0,40.0,1.0,8.153846153846153,7.0,6,0,78
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,111,5,14.0,35.0,2.0,7.928571428571429,6.0,5,0,73
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,120,5,15.0,38.0,2.0,8.0,5.0,5,0,64
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,127,6,16.0,35.0,3.0,7.9375,4.0,4,0,57
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,137,6,17.0,42.0,2.0,8.058823529411764,3.0,4,0,47
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,145,6,18.0,39.0,2.0,8.055555555555555,2.0,4,0,39
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,154,7,19.0,43.0,2.0,8.105263157894736,1.0,3,0,30
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,8,0,1.0,8.0,0.0,8.0,19.0,10,1,175
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,16,0,2.0,16.0,0.0,8.0,18.0,10,1,167
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,22,0,3.0,22.0,0.0,7.333333333333333,17.0,10,1,161
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,29,1,4.0,29.0,1.0,7.25,16.0,9,1,154
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,40,1,5.0,40.0,1.0,8.0,15.0,9,1,143
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,52,1,6.0,44.0,1.0,8.666666666666666,14.0,9,1,131
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,64,1,7.0,48.0,1.0,9.142857142857142,13.0,9,0,119
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,72,1,8.0,50.0,1.0,9.0,12.0,9,0,111
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,76,2,9.0,47.0,1.0,8.444444444444445,11.0,8,0,107
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,91,2,10.0,51.0,1.0,9.1,10.0,8,0,92
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,95,3,11.0,43.0,2.0,8.636363636363637,9.0,7,0,88
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,102,3,12.0,38.0,2.0,8.5,8.0,7,0,81
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,109,3,13.0,37.0,2.0,8.384615384615385,7.0,7,0,74
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,116,3,14.0,40.0,1.0,8.285714285714286,6.0,7,0,67
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,125,3,15.0,34.0,1.0,8.333333333333334,5.0,7,0,58
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,130,3,16.0,35.0,0.0,8.125,4.0,7,0,53
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,141,3,17.0,39.0,0.0,8.294117647058824,3.0,7,0,42
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,153,3,18.0,44.0,0.0,8.5,2.0,7,0,30
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,169,3,19.0,53.0,0.0,8.894736842105264,1.0,7,0,14
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,1,1,1.0,1.0,1.0,1.0,19.0,9,1,162
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,3,1,2.0,3.0,1.0,1.5,18.0,9,1,160
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,7,1,3.0,7.0,1.0,2.3333333333333335,17.0,9,1,156
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,20,1,4.0,20.0,1.0,5.0,16.0,9,1,143
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,32,1,5.0,32.0,1.0,6.4,15.0,9,1,131
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,35,1,6.0,34.0,0.0,5.833333333333333,14.0,9,1,128
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,42,2,7.0,39.0,1.0,6.0,13.0,8,0,121
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,48,2,8.0,41.0,1.0,6.0,12.0,8,0,115
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,53,3,9.0,33.0,2.0,5.888888888888889,11.0,7,0,110
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,63,3,10.0,31.0,2.0,6.3,10.0,7,0,100
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,71,3,11.0,36.0,2.0,6.454545454545454,9.0,7,0,92
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,75,4,12.0,33.0,2.0,6.25,8.0,6,0,88
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,84,4,13.0,36.0,2.0,6.461538461538462,7.0,6,0,79
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,98,4,14.0,45.0,1.0,7.0,6.0,6,0,65
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,108,4,15.0,45.0,1.0,7.2,5.0,6,0,55
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,123,4,16.0,52.0,1.0,7.6875,4.0,6,0,40
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,128,4,17.0,53.0,0.0,7.529411764705882,3.0,6,0,35
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,133,5,18.0,49.0,1.0,7.388888888888889,2.0,5,0,30
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,147,5,19.0,49.0,1.0,7.7368421052631575,1.0,5,0,16
Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,10,0,1.0,10.0,0.0,10.0,19.0,10,1,147
Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,19,0,2.0,19.0,0.0,9.5,18.0,10,1,138
Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,26,0,3.0,26.0,0.0,8.666666666666666,17.0,10,1,131
Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,30,1,4.0,30.0,1.0,7.5,16.0,9,1,127
Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,32,1,5.0,32.0,1.0,6.4,15.0,9,1,125
Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,41,2,6.0,31.0,2.0,6.833333333333333,14.0,8,1,116
Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,45,2,7.0,26.0,2.0,6.428571428571429,13.0,8,0,112
Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,53,2,8.0,27.0,2.0,6.625,12.0,8,0,104
Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,55,3,9.0,25.0,2.0,6.111111111111111,11.0,7,0,102
Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,61,3,10.0,29.0,2.0,6.1,10.0,7,0,96
Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,66,3,11.0,25.0,1.0,6.0,9.0,7,0,91
Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,74,3,12.0,29.0,1.0,6.166666666666667,8.0,7,0,83
Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,98,3,13.0,45.0,1.0,7.538461538461538,7.0,7,0,59
Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,114,3,14.0,59.0,0.0,8.142857142857142,6.0,7,0,43
Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,121,4,15.0,60.0,1.0,8.066666666666666,5.0,6,0,36
Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,134,4,16.0,68.0,1.0,8.375,4.0,6,0,23
Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,142,6,17.0,68.0,3.0,8.352941176470589,3.0,4,0,15
Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,144,6,18.0,46.0,3.0,8.0,2.0,4,0,13
Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,150,6,19.0,36.0,3.0,7.894736842105263,1.0,4,0,7
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",3,0,1.0,3.0,0.0,3.0,19.0,10,1,132
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",13,0,2.0,13.0,0.0,6.5,18.0,10,1,122
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",25,0,3.0,25.0,0.0,8.333333333333334,17.0,10,1,110
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",32,0,4.0,32.0,0.0,8.0,16.0,10,1,103
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",35,1,5.0,35.0,1.0,7.0,15.0,9,1,100
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",40,2,6.0,37.0,2.0,6.666666666666667,14.0,8,1,95
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",46,3,7.0,33.0,3.0,6.571428571428571,13.0,7,0,89
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",54,3,8.0,29.0,3.0,6.75,12.0,7,0,81
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",57,4,9.0,25.0,4.0,6.333333333333333,11.0,6,0,78
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",60,4,10.0,25.0,3.0,6.0,10.0,6,0,75
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",68,4,11.0,28.0,2.0,6.181818181818182,9.0,6,0,67
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",75,4,12.0,29.0,1.0,6.25,8.0,6,0,60
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",87,4,13.0,33.0,1.0,6.6923076923076925,7.0,6,0,48
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",96,4,14.0,39.0,0.0,6.857142857142857,6.0,6,0,39
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",102,4,15.0,42.0,0.0,6.8,5.0,6,0,33
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",110,4,16.0,42.0,0.0,6.875,4.0,6,0,25
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",113,5,17.0,38.0,1.0,6.647058823529412,3.0,5,0,22
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",117,7,18.0,30.0,3.0,6.5,2.0,3,0,18
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",130,7,19.0,34.0,3.0,6.842105263157895,1.0,3,0,5
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,10,0,1.0,10.0,0.0,10.0,19.0,10,1,168
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,19,0,2.0,19.0,0.0,9.5,18.0,10,1,159
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,34,0,3.0,34.0,0.0,11.333333333333334,17.0,10,1,144
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,44,0,4.0,44.0,0.0,11.0,16.0,10,1,134
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,48,2,5.0,48.0,2.0,9.6,15.0,8,1,130
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,59,2,6.0,49.0,2.0,9.833333333333334,14.0,8,1,119
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,65,2,7.0,46.0,2.0,9.285714285714286,13.0,8,0,113
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,67,3,8.0,33.0,3.0,8.375,12.0,7,0,111
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,72,3,9.0,28.0,3.0,8.0,11.0,7,0,106
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,79,3,10.0,31.0,1.0,7.9,10.0,7,0,99
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,82,3,11.0,23.0,1.0,7.454545454545454,9.0,7,0,96
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,89,4,12.0,24.0,2.0,7.416666666666667,8.0,6,0,89
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,98,4,13.0,31.0,1.0,7.538461538461538,7.0,6,0,80
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,107,4,14.0,35.0,1.0,7.642857142857143,6.0,6,0,71
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,117,4,15.0,38.0,1.0,7.8,5.0,6,0,61
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,131,4,16.0,49.0,1.0,8.1875,4.0,6,0,47
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,136,5,17.0,47.0,1.0,8.0,3.0,5,0,42
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,144,5,18.0,46.0,1.0,8.0,2.0,5,0,34
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,155,6,19.0,48.0,2.0,8.157894736842104,1.0,4,0,23
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,2,1,1.0,2.0,1.0,2.0,19.0,9,1,146
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,7,1,2.0,7.0,1.0,3.5,18.0,9,1,141
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,18,1,3.0,18.0,1.0,6.0,17.0,9,1,130
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,19,2,4.0,19.0,2.0,4.75,16.0,8,1,129
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,22,3,5.0,22.0,3.0,4.4,15.0,7,1,126
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,23,3,6.0,21.0,2.0,3.8333333333333335,14.0,7,1,125
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,31,3,7.0,24.0,2.0,4.428571428571429,13.0,7,0,117
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,34,3,8.0,16.0,2.0,4.25,12.0,7,0,114
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,47,3,9.0,28.0,1.0,5.222222222222222,11.0,7,0,101
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,53,3,10.0,31.0,0.0,5.3,10.0,7,0,95
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,59,3,11.0,36.0,0.0,5.363636363636363,9.0,7,0,89
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,65,3,12.0,34.0,0.0,5.416666666666667,8.0,7,0,83
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,68,3,13.0,34.0,0.0,5.230769230769231,7.0,7,0,80
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,70,4,14.0,23.0,1.0,5.0,6.0,6,0,78
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,71,4,15.0,18.0,1.0,4.733333333333333,5.0,6,0,77
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,80,4,16.0,21.0,1.0,5.0,4.0,6,0,68
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,96,4,17.0,31.0,1.0,5.647058823529412,3.0,6,0,52
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,115,4,18.0,47.0,1.0,6.388888888888889,2.0,6,0,33
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,134,4,19.0,64.0,0.0,7.052631578947368,1.0,6,0,14
Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,2,0,1.0,2.0,0.0,2.0,19.0,10,1,203
Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,13,1,2.0,13.0,1.0,6.5,18.0,9,1,192
Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,29,1,3.0,29.0,1.0,9.666666666666666,17.0,9,1,176
Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,39,1,4.0,39.0,1.0,9.75,16.0,9,1,166
Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,47,1,5.0,47.0,1.0,9.4,15.0,9,1,158
Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,62,1,6.0,60.0,1.0,10.333333333333334,14.0,9,1,143
Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,66,1,7.0,53.0,0.0,9.428571428571429,13.0,9,0,139
Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,71,1,8.0,42.0,0.0,8.875,12.0,9,0,134
Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,76,2,9.0,37.0,1.0,8.444444444444445,11.0,8,0,129
Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,81,2,10.0,34.0,1.0,8.1,10.0,8,0,124
Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,88,2,11.0,26.0,1.0,8.0,9.0,8,0,117
Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,104,2,12.0,38.0,1.0,8.666666666666666,8.0,8,0,101
Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,108,2,13.0,37.0,1.0,8.307692307692308,7.0,8,0,97
Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,112,2,14.0,36.0,0.0,8.0,6.0,8,0,93
Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,123,2,15.0,42.0,0.0,8.2,5.0,8,0,82
Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,129,3,16.0,41.0,1.0,8.0625,4.0,7,0,76
Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,141,3,17.0,37.0,1.0,8.294117647058824,3.0,7,0,64
Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,160,3,18.0,52.0,1.0,8.88888888888889,2.0,7,0,45
Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,182,4,19.0,70.0,2.0,9.578947368421053,1.0,6,0,23
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2,0,1.0,2.0,0.0,2.0,19.0,10,1,156
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,5,0,2.0,5.0,0.0,2.5,18.0,10,1,153
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,13,0,3.0,13.0,0.0,4.333333333333333,17.0,10,1,145
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,17,0,4.0,17.0,0.0,4.25,16.0,10,1,141
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,26,0,5.0,26.0,0.0,5.2,15.0,10,1,132
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,34,0,6.0,32.0,0.0,5.666666666666667,14.0,10,1,124
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,49,0,7.0,44.0,0.0,7.0,13.0,10,0,109
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,52,0,8.0,39.0,0.0,6.5,12.0,10,0,106
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,62,0,9.0,45.0,0.0,6.888888888888889,11.0,10,0,96
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,75,0,10.0,49.0,0.0,7.5,10.0,10,0,83
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,84,1,11.0,50.0,1.0,7.636363636363637,9.0,9,0,74
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,93,1,12.0,44.0,1.0,7.75,8.0,9,0,65
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,105,1,13.0,53.0,1.0,8.076923076923077,7.0,9,0,53
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,110,2,14.0,48.0,2.0,7.857142857142857,6.0,8,0,48
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,118,3,15.0,43.0,3.0,7.866666666666666,5.0,7,0,40
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,126,4,16.0,42.0,3.0,7.875,4.0,6,0,32
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,140,4,17.0,47.0,3.0,8.235294117647058,3.0,6,0,18
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,147,5,18.0,42.0,4.0,8.166666666666666,2.0,5,0,11
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,153,6,19.0,43.0,4.0,8.052631578947368,1.0,4,0,5
Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,10,0,1.0,10.0,0.0,10.0,19.0,10,1,160
Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,21,0,2.0,21.0,0.0,10.5,18.0,10,1,149
Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,30,0,3.0,30.0,0.0,10.0,17.0,10,1,140
Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,45,0,4.0,45.0,0.0,11.25,16.0,10,1,125
Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,53,0,5.0,53.0,0.0,10.6,15.0,10,1,117
Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,57,1,6.0,47.0,1.0,9.5,14.0,9,1,113
Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,62,1,7.0,41.0,1.0,8.857142857142858,13.0,9,0,108
Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,67,2,8.0,37.0,2.0,8.375,12.0,8,0,103
Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,78,2,9.0,33.0,2.0,8.666666666666666,11.0,8,0,92
Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,95,2,10.0,42.0,2.0,9.5,10.0,8,0,75
